text,text_clean
pasti yang disalahkan itu ortu nya,pasti salah orang tua
malu woisama si bocil,malu woisama bocil
itu akibatnya bila menggantungkan barang dari luar negeri sehingga kita di perbudak dolar,akibat gantung barang luar negeri budak dolar
emang dollar aja yg menguat ya guysbrbrtapi yg di permasalahan di vidio ini ucapan sekelas president yg gatau asbun apa gmn ngomong quotorang desa ga pake dollarquot,memang dollar saja kuat guysbrbrtapi masalah ucap kelas president tidak tau asbun bagaimana omong quotorang desa tidak pakai dollarquot
iya kan tetep aja org desa tdk pakai dolar,tetap saja desa tidak pakai dolar
anak ini pasti punya ijasah,anak pasti punya ijasah
brpadahal ini levelnya cucu atau cicit,brpadahal level cucu cicit
makanya skrng nyari duit sulitt,makanya sekarang cari duit sulitt
let him cook,let him cook
sebelum dia speek up gue udah tau kenaikan harga sumber daya karena dollar naik apa gue salah negara ya padahal disitu jelas ada dampaknya kok kakek itu bilang nggak ada dampaknya semoga makin miskin deh pemilih nya aammiiiinnnn,belum speek up tau naik harga sumber daya dollar naik salah negara situ jelas dampak kok kakek bilang tidak dampak moga makin miskin pilih aammiiiinnnn
kasih tau cil biar gak beggooo,kasih tau cil biar tidak beggooo
bocah aja paham masa presiden g paham,bocah saja paham masa presiden tidak paham
aku sejujurnya udah kagum sama anak sekolah zaman sekarang karena mereka lebih pintar dibandingkan masa sd ku dulu yg penuh bully semua,jujur kagum sama anak sekolah zaman sekarang lebih pintar banding masa sd dulu penuh bully
njir receh bgt berita jaman sekarang ga ada harga dirinya,anjir receh banget berita jaman sekarang tidak harga diri
jjur saya sebagai mantan mahasiswa petani kebjikan prabowo saya dukung karena masa pemerintahan dia harga jual komiditas pertanian kami lumayan naik sebelumnya anjlok masa jokowi parah petani seperti di tekan saat ini lumayan saya ada komoditas pertanian yg saya punya brsawit harga lumayan mahal tapi karana buah ngetrek aj petani sawit ngeluh berbuah sangat sedikit pinang harga lumayan malahan mahal lalu kelapa dalam emang jatuh sangat murah tapi saya masih dukung kebijakan prabowo kecuali kebijakan prabowo yg saya gak suka mbg buang duit dlu kami sd tinggi lah makanan kami biasa aja jadi intinya anak stunting itu dari bayi ibu hamil yg di perbaiki gizinya percuma anak sd dapan mbg kalau pulang dari sd jajan mie setiap hari tetap pendek pasti,jujur bagai mantan mahasiswa tani kebjikan prabowo dukung masa perintah harga jual komiditas tani lumayan naik belum anjlok masa jokowi parah tani tekan saat lumayan komoditas tani punya brsawit harga lumayan mahal karana buah ngetrek saja tani sawit ngeluh buah sangat sedikit pinang harga lumayan malah mahal lalu kelapa dalam memang jatuh sangat murah masih dukung bijak prabowo kecuali bijak prabowo tidak suka mbak buang duit dulu sd tinggi makan biasa saja inti anak stunting bayi ibu hamil baik gizi percuma anak sd dap mbak pulang sd jajan mie tiap hari tetap pendek pasti
adekwowo blom pernah jd orang susah ya dekjadi dia gk bakalan paham ya dekbiarkan saja ya dek wowo lg menikmati keberhasilanya jangan di ganggu ya dekkapan adek yg menggatikan wowo ya dektp jangan melupakan rakyatmu ya dekaamiin semoga,adekwowo belum susah dekjadi tidak bakal paham dekbiarkan saja dek prabowo nikmat keberhasilanya jangan ganggu dekkapan adek menggatikan prabowo dektp jangan lupa rakyat dekaamiin moga
pupuknya pake eek kambing aja makan ubi aja jangan makan roti jangan minum susu keju jalan kaki aja jangan pake bensin,pupuk pakai eek kambing saja makan ubi saja jangan makan roti jangan minum susu keju jalan kaki saja jangan pakai bensin
bulak balik keluar negeri cuma jual negara doang,bulak balik keluar negeri cuma jual negara doang
ternyata lebih pintaran anak sd,nyata lebih pintar anak sd
ckckckck zaman jokowi banyak bet kabinetnya yg blunder kalau ngomongbrkufikir itu burukbrtapi sekarang malah presidennya yg suka blunder,ckckckck zaman jokowi banget kabinet blunder ngomongbrkufikir burukbrtapi sekarang malah presiden suka blunder
wowo mana pahamorang wowo blom pernah jadi orang susahya begitulah jadinya klo pemimpin gk punya empati pd rakyatnya,prabowo mana pahamorang prabowo belum susahya begitu jadi pimpin tidak punya empati rakyat
paling di jogetin doang ama dia tuh,paling joget doang sama tuh
mantap dek,mantap dek
pak bowo tolong di pahami,bapak bowo tolong paham
anak bau kencurpelajarannya baru sd maklum dia didorong ortunya yg juga antek asingbrbrknapa anak yg masih blm paham ekonomo di puja branak bodoh bodoh bodoh brguru sd apakah lebih pinter dari menteri presiden brparah nih yg dorong anak kecil ini maniax viral,anak bau kencurpelajarannya baru sd maklum dorong orang tua antek asingbrbrknapa anak masih belum paham ekonomo puja branak bodoh bodoh bodoh brguru sd apakah lebih pintar menteri presiden brparah dorong anak kecil maniax viral
yg naik kan kebutuhan masyarakat bukan pejabat pusing amat,naik butuh masyarakat bukan jabat pusing amat
prabowo tak pernah sekolah buta huruf makanya tak gerti infrasi mending anak bocah ini jadi presiden ada sekolah tahu infrasi,prabowo tak sekolah buta huruf makanya tak gerti infrasi mending anak bocah presiden sekolah tahu infrasi
sbtlnya ga pabtas anak sd bgni bicara mslh dolar dng prabowo jd ga ush ditayangkan prabowo udh tua d anak sebessr iti blm tau tentang ekonomi baru jg sd,sbtlnya tidak pabtas anak sd begini bicara masalah dolar prabowo tidak tayang prabowo tua anak sebessr iti belum tau tentang ekonomi baru sd
quotsangat berdampakquot imut sekali si cilik bocah ini ayo pak prabowo lanjut ikutin jadi imut kayak si bocah jangan ketinggalan kereta dong,quotsangat berdampakquot imut sekali cilik bocah ayo bapak prabowo lanjut ikut imut kayak bocah jangan tinggal kereta
tolong viralkan ini sampai seluruh indonesia,tolong viralkan sampai seluruh indonesia
semoga terbuka matanya pesan ini pun bisa tersampaikan dengan baik,moga buka mata pesan sampai baik
masya allah calon pemimpin bangsa,masya allah calon pimpin bangsa
ah busyet sepanjang sejarah bumi baru kali ini ada presiden yang diajarin ama bocil sd,busyet panjang sejarah bumi baru kali presiden ajar sama bocil sd
ternyata bukan sembarangan ledekan,nyata bukan sembarang ledek
terimakasih anakbangsa yang cerdas pemimpin mu yang gak cerdas,terimakasih anakbangsa cerdas pimpin tidak cerdas
tinggal nunggu ni gimana reaksi presiden dengan tanggapan anak sd yang cerdas ini,tinggal tunggu bagaimana reaksi presiden tanggap anak sd cerdas
sekelas presiden pikiran dibawah anak sd,kelas presiden pikir bawah anak sd
eh malah lebih pintar dari presiden,malah lebih pintar presiden
indonesial jd sial krn banyak dosanya mulai dr tragedi kerusuhan yg pelaku sebenarnya tdk pernah di tangkap hukum yg tumpul ke atas banyak rekayasanya tdk adil thd minoritas dll akhirnya di kutuk jd miskin terus menerus sampe rupiah jd mata uang yg tdk berharga di dunia,indonesial sial dosa mulai tragedi rusuh laku benar tidak tangkap hukum tumpul atas rekayasa tidak adil thd minoritas dll akhir kutuk miskin terus terus sampai rupiah mata uang tidak harga dunia
lebih pintar bocil siapa yang milih pemimpin yang ama bocil aja kalah,lebih pintar bocil pilih pimpin sama bocil saja kalah
njir ini berarti pelajaran anak sd brdan goblok nya si wowo kgk tau,anjir arti ajar anak sd brdan goblok prabowo kgk tau
anak cerdas semoga besarnya jgn kayak wowok iq tiarap,anak cerdas moga besar jangan kayak wowok iq tiarap
nah dengerin tuh si wo wo ni masih bocah aja paham sama kenaikan dolar nah lu padahal president sudah tua pula makanya belajar dong jangan omon omon doang bacot lu,dengar tuh wo wo masih bocah saja paham sama naik dolar president tua pula makanya ajar jangan omon omon doang bacot
bantun nagara sangkan hebat ngke nya dekleungit keun ka sengsara an rakyat indonesia,bantun nagara sangkan hebat ngke dekleungit keun sengsara rakyat indonesia
usul saja kenapa sih gak bikin mata uang saja biar semua dunia merata gak ada perbedaan kasian liat negara jadi susah begini sedangkan indo saja saya rasa masih cukup bagaimana dengan negara lain,usul saja kenapa tidak mata uang saja biar dunia rata tidak beda kasihan lihat negara susah begini sedang indonesia saja rasa masih cukup bagaimana negara lain
president konoha aja kalah sama bocil gmana ni hidup konoha privandan,president konoha saja kalah sama bocil bagaimana hidup konoha privandan
udh kdm yg jd presiden bu sherly yg jd wakil presiden nya brnah klop sudah negara inibrmju jos gandos,kdm presiden bu sherly wakil presiden brnah klop negara inibrmju jos gandos
tong lu ga tau cara kerja dolar dolar di buat atas kertas kosong dolar itu penjajah dan di desa tida pake dolar,tong tidak tau cara kerja dolar dolar buat atas kertas kosong dolar jajah desa tida pakai dolar
lebih cerdas yang ini dari pada yang ono setiap pernyataannya adalah cerminan akal dan pengetahuannya malu ga tuh,lebih cerdas sono tiap nyata cermin akal tahu malu tidak tuh
ini presiden apa perlu disumbang kuota internet juga yah biar bisa liat keluhan rakyat nya,presiden perlu sumbang kuota internet biar lihat keluh rakyat
hati hati seorang pemimpin kalau mengucapkan sesuatu cerna dulu sebelum dilontarkan,hati hati orang pimpin ucap sesuatu cerna dulu belum lontar
sangat cerdas dik,sangat cerdas dik
ternyata anak ini tidak perlu foto copy ktp dan matiin kompor,nyata anak tidak perlu foto copy ktp matiin kompor
cukup periode saja muak,cukup periode saja muak
tanya wapresnya,tanya wapresnya
presiden plonga plongo niru bekas presiden pemalsu ijasah bonekanya oligarki penghancur nkri,presiden plonga plongo tiru bekas presiden palsu ijasah boneka oligarki hancur nkri
quotketika orang tua yang berhasil dan sukses sudah mendidik anaknyaquotbrpintar kamu dekkk,quotketika tua hasil sukses didik anaknyaquotbrpintar dek
terlalu jujur kamu dek,terlalu jujur dek
moga jadi sukses dimasa depan anak ini,moga sukses masa depan anak
jgn nonton ini bikin bad mood nonton aja video kdm atau shelly biar mood kita baik,jangan tonton bad mood tonton saja video kdm shelly biar mood baik
menurut saya anak kecil jangan dulu diajarkan berkomentar untuk orang dewasa karena dia sendiri mungkin belum paham apa yang diucapkannya dia cuma ngomong yg disuruh,turut anak kecil jangan dulu ajar komentar dewasa sendiri mungkin belum paham ucap cuma omong suruh
makan tuh gemoy omon omon,makan tuh gemoy omon omon
loloko cerdas anak inimungkin dampak,loloko cerdas anak inimungkin dampak
gen z dan gen alpha kayaknya jauh lebih kritis sekarang ya dan cerdik beda sama generasi sebelumnya di cekokin iyain aja,gen saja gen alpha kayak jauh lebih kritis sekarang cerdik beda sama generasi belum cekokin iyain saja
fixs sih ini presiden indonesia yg sekarang adalah yg terburuk dan terbodoh sepanjang sejarah,fixs presiden indonesia sekarang buruk bodoh panjang sejarah
bocah sd yang tugasnya hanya belajar dan bermain bisa nyindir begini malu harusnya lu wok,bocah sd tugas hanya ajar main sindir begini malu harus wok
ga malu kah presiden di ajari anak sd,tidak malu presiden ajar anak sd
sekelas presiden saya dulu milih bapak tapi saya pastikan periode depan rakyat indonesia tidak akan memilih bapak siap siap jadi rakyat biasa bapak jendral,kelas presiden dulu pilih bapak pasti periode depan rakyat indonesia tidak pilih bapak siap siap rakyat biasa bapak jenderal
iyah orang desa tidak memakan dollar tapi trnasaksi impor pakai dollar sehingga mempengaruhi transaksaksi dan mempengaruhi kehidupan masyarakat,desa tidak makan dollar trnasaksi impor pakai dollar pengaruh transaksaksi pengaruh hidup masyarakat
cerdasan bocil atuh ama presiden mah,cerdas bocil atuh sama presiden mah
apa kata dunia,kata dunia
negara indo krisis presiden tp ngotot mau jd presiden ayolah rakyat indo coba bujtikan lg tragedi terjadi lg qt rombak negara ini bisa jd lebih baik semangat,negara indonesia krisis presiden ngotot mau presiden ayo rakyat indonesia bujtikan tragedi jadi rombak negara lebih baik semangat
aduh wowo presiden oon,aduh prabowo presiden oon
ade hebat,adek hebat
presiden kalah pemikirannya sm bocil,presiden kalah pikir sama bocil
dia kagak paham apaquot dee cuma bisa ngedumelomonquot doang,kagak paham apaquot dek cuma ngedumelomonquot doang
lebih pinter bocah ini ketimbang yang katanya mimpin negeri inibrintinya rakyat gak boleh lebih pinter dari pejabatnya kalo rakyat pinter mereka susah korupsinya,lebih pintar bocah ketimbang kata mimpin negeri inibrintinya rakyat tidak boleh lebih pintar jabat rakyat pintar susah korupsi
kl zaman nya pak jokowi bocah sd ini dapat sepeda,zaman bapak jokowi bocah sd dapat sepeda
embah wowo kan orang kaya mana tau kesusahan,embah prabowo kayak mana tau susah
anak sd lebih pintar daripada presiden kualitas individu memang beda,anak sd lebih pintar daripada presiden kualitas individu memang beda
yang bingung itu kenapa yg kek beliau bisa kepilih yang milih siapa atau jadi presiden itu sistemnya antri kah,bingung kenapa kayak beliau pilih pilih presiden sistem antri
ituuuh pak anak kecil aja sekarang sudah tau dan paham serta cerdas rakyat indonesia sudah ga jaman nya di bohongi terus jadi berhati hatilah bila ngomong sebagai pemimpin nanti kalau di nasehati maraah jangan begitu pa,ituuuh bapak anak kecil saja sekarang tau paham serta cerdas rakyat indonesia tidak jaman bohong terus hati hati omong bagai pimpin nanti nasehat maraah jangan
kalo kata purbaya itu bahasa pemimpin untuk menenangkan masyarakat brbrbaru paham sekarang gw kalo pemimpin bangsa ini menenangkan masyarakat dengan cara menipunya,kata purbaya bahasa pimpin tenang masyarakat brbrbaru paham sekarang pimpin bangsa tenang masyarakat cara tipu
suruh sekolah s d aja biar pinter ngga cuma jogedan doang,suruh sekolah si saja biar pintar tidak cuma jogedan doang
pintar kali kau nak lebih pintar dari pada,pintar kali kau nak lebih pintar
tuhh bocil aja lebih pinter daripada orang dewasa gak berakal baligh,tuh bocil saja lebih pintar daripada dewasa tidak akal baligh
bodohi rakyat demi uang,bodoh rakyat demi uang
dolar itu quotdiodolodol digelarquot,dolar quotdiodolodol digelarquot
di desa ga pake dolar lah emang iya kaya rupiah laku aja di luar negri mungkin di arab yg bisa nerima rupiah itu juga waktu umroh w waktu di jepang bulan sisa di dompet uang rb emang sengaja buat pulang nanti dari bandara ke rumah dan di jepang uang rb itu ga laku meski di belanjain sama warung orang indo juga di jepang tetap ga mau itu yg punya warung coba w belanja pake uang jepang di indo laku bro rupiah itu di luar ga ada nilainya,desa tidak pakai dolar memang kayak rupiah laku saja luar negeri mungkin arab terima rupiah waktu umroh gue waktu jepang bulan sisa dompet uang ribu memang sengaja buat pulang nanti bandara rumah jepang uang ribu tidak laku meski belanjain sama warung indonesia jepang tetap tidak mau punya warung gue belanja pakai uang jepang indonesia laku rupiah luar tidak nilai
pak prabowo di kasih paham sama anak sd,bapak prabowo kasih paham sama anak sd
si wowo dah mabok kecubung eh maap,prabowo mabok kecubung maaf
prabowo mending mundur dari sekarang itu lebih gentle sebelum kejadian kita buka kembali pemilihan umum seluruh rakyat indonesia calonkan kandidat yang benar benar di sukai oleh rakyat buka poling website berbasis online calon kandidat nya,prabowo mending mundur sekarang lebih gentle belum jadi buka kembali pilih umum seluruh rakyat indonesia calon kandidat benar benar suka rakyat buka poling website bas online calon kandidat
presiden paling tolol sepanjang sejarah indonesia,presiden paling tolol panjang sejarah indonesia
dolar kuat youtuber ikut kuat,dolar kuat youtuber kuat
titik teredah se rendah rendah nya presiden baru pertama kali nya di era sekarang di kritik langsung sama anak yg masih sd brapa gk malu wo,titik redah se rendah rendah presiden baru pertama kali era sekarang kritik langsung sama anak masih sd berapa tidak malu wo
sawit itu pohon dollar gak ngaruh buat orang desa ditunggu lawakan berikut nya,sawit pohon dollar tidak ngaruh buat desa tunggu lawa ikut
anak jenius nih,anak jenius
persaaan kmaren pemilu pas liat komenan all in prabowo semua wkwkwk makan tuh bangsat,persaaan kemarin milu pas lihat komentar all prabowo makan tuh bangsat
presiden gak mikir blass cuma ceplas ceplos aja omongannya brturun saja sudah rakyatmu sudah muak padamu,presiden tidak mikir blass cuma ceplas ceplos saja omong brturun saja rakyat muak pada
ahhh bocah ini cuma omong kosong,bocah cuma omong kosong
anak sd saja sudah mengerti anak cerdas,anak sd saja erti anak cerdas
anak batak,anak batak
resah sih resahtp mau gimana lagirakyat koar smp tenggorokan putusgk kan prnh digubris,resah resahtp mau bagaimana lagirakyat koar sampai tenggorok putusgk gubris
sekolh juga bayarnya pakai dollar,sekolh bayar pakai dollar
wokkkkk wokkkkk pernah bilang yang keracunan mbg diduga karena makan gak pakai sendok eh kini bilang dollar gak berdampak ke orang desa brbrwokkk wokkkk hadeeehhhhh,wokkkkk wokkkkk bilang racun mbak duga makan tidak pakai sendok kini bilang dollar tidak dampak desa brbrwokkk wokkkk hadeeehhhhh
rakyat secerdas ini dipimpin sama,rakyat cerdas pimpin sama
anak dapat jatah mbg,anak dapat jatah mbak
intinya prabotol anjeeeeeeeeng,inti prabotol anjeeeeeeeeng
calon pemimpin masa depan indonesia,calon pimpin masa depan indonesia
cita cita wowo sudah tercapai impian wowo menjongoskan diri ke as juga sudah tercapai selamat buat wowo yang sudah jadi antek asing,cita cita prabowo capai impi prabowo jongos diri as capai selamat buat prabowo antek asing
bukan anaknya yng bodoh tpi yang di blakang layar yang bodo,bukan anak bodoh blakang layar bodo
km kok pinter dhek,kok pintar dhek
anak sd vs,anak sd vs
semakin krisis ekonomi,makin krisis ekonomi
anak cerdas semoga kelak kalau jadi presiden juga cerdasjangan membuat rakyat bingung dan susah cari makan,anak cerdas moga kelak presiden cerdasjangan buat rakyat bingung susah cari makan
dek sabik tolong gantikan orang itu pantas negara tidak majumajubrdikalahkan oleh anak kecilbrhayo masih lama belum dua tahun sudah begini,dek sabik tolong ganti pantas negara tidak majumajubrdikalahkan anak kecilbrhayo masih lama belum dua tahun begini
biar paham mantap boy,biar paham mantap boy
lebih cerdas dari si wowo,lebih cerdas prabowo
kata mrs omonomonbrtahun adalah tahun indonesia gelap,kata mrs omonomonbrtahun tahun indonesia gelap
ga beres ini pemimpin kocak omonganya pling plan dulu ngomong apa sekarang ngomong apa kga danta,tidak beres pimpin kocak omonganya paling plan dulu omong sekarang omong kga danta
masa presiden di ajari sama bocah sd malu kaga tuh si prabowo ih ih ih ih ngakunya kutuku eh ngak taunya kutu loncat,masa presiden ajar sama bocah sd malu kagak tuh prabowo ih ih ih ih ngakunya kutu tidak tau kutu loncat
presiden ngomong dikit salah mending rak sah ono presiden,presiden omong dikit salah mending rak sah sono presiden
prabowo josd,prabowo josd
cah bayi anak yaman ngomong,cah bayi anak yaman omong
aju paling gak demen jika anak bociil bicara politikbrbukan rana nya kasian jadi korban keterlibatan anak anakbrwalaupun keliatan cerdas,aju paling tidak demen anak bociil bicara politikbrbukan ranah kasihan korban libat anak anakbrwalaupun lihat cerdas
anak cerdas,anak cerdas
alhamdulillah kita sudah swasembada beras brdan faktanya harga harga belum ada yg naik kok dipasaranbrkarena harga bbm belum naik kokbrterus dengan adanya mbg alhamdulillah telah membuka jt lapangan pekerjaan yang barubrini kerjaan tukang hoax yg pingin rakyat ribut brpenyebar penyebar hoax ini ada baiknya segera ditangkap brkarena ini bisa membuat meresahkan masyarakat,alhamdulillah swasembada beras brdan fakta harga harga belum naik kok dipasaranbrkarena harga bbm belum naik kokbrterus ada mbak alhamdulillah telah buka juta lapang kerja barubrini kerja tukang hoax pengin rakyat ribut brpenyebar sebar hoax baik segera tangkap brkarena buat resah masyarakat
malu kali aku bah klau aku pasti maluuu kali untung kritik itu bukan untuk aku,malu kali bah pasti malu kali untung kritik bukan
pintat anak ini semangat belajar nak,pintat anak semangat ajar nak
world bank ingat setiap krisis ada dalang dari orang asing dibalik semua ini,world bank ingat tiap krisis dalang asing balik
wkwkwk presiden sama wakil samanya,presiden sama wakil sama
ayo teriakan dia agen soros,ayo ria agen soros
percuma dek tetep ga ngerti dia,percuma dek tetap tidak erti
cara berfikirnya kalah sama anak sd,cara berfikirnya kalah sama anak sd
mbg makan tuan,mbak makan tuan
cerdas kamu smg sukses amp berkah aaamiin,cerdas moga sukses berkah aaamiin
presiden bodoh diganti sama presiden yang lebih bodoh menteri bodoh diganti sama menteri yang lebih bodoh,presiden bodoh ganti sama presiden lebih bodoh menteri bodoh ganti sama menteri lebih bodoh
masa sekelas presiden saja kalah sama anak kecil,masa kelas presiden saja kalah sama anak kecil
ini lah kalau persiden nya di pilih oleh bansos wkwkwkwk,persiden pilih bansos wkwkwkwk
emang orang desa gak boleh ke luar negri kah,memang desa tidak boleh luar negeri
sekelas presiden ko asbun ya asal mangap kalau ngomong aneh,kelas presiden kok asbun asal mangap omong aneh
pinter bgt ini anak psti rutin konsumsi mbgbrtrimakasi pak prabowo ud bkin anak cerdas dri mbg,pintar banget anak pasti rutin konsumsi mbgbrtrimakasi bapak prabowo anak cerdas mbak
orang tua siapa dah asli ni wowo malu maluin,tua asli prabowo malu maluin
keliatan anaknya pintar tapi semoga tidak menjadi orang yang sombong,lihat anak pintar moga tidak sombong
ini bocah sok tahu asal nyinyir aja pasti ada yang menuntunnya sok sokan,bocah sok tahu asal nyinyir saja pasti tuntun sok sok
yg anak kecil otaknya kayak orang dewasa sedangkan yg orang dewasa otaknya seperti balita,anak kecil otak kayak dewasa sedang dewasa otak balita
saya permudah negara kita itu negara kepulauan negara manapun yang menjajah pasti menolak menguasai indonesia sepenuhnya karena apa harga indonesia terlalu berpengaruh terhadap biaya distribusi jarak tempuh salah satu penyebabnya sekarang kalo harga dolar naek sedangkan indonesia masih bersifat sentralis distribusi barang dan hasil produksi semua akan berdampak karena bensin naik,mudah negara negara pulau negara mana jajah pasti tolak kuasa indonesia sepenuh harga indonesia terlalu pengaruh hadap biaya distribusi jarak tempuh salah satu sebab sekarang harga dolar naik sedang indonesia masih sifat sentral distribusi barang hasil produksi dampak bensin naik
anak sd aja tau pak,anak sd saja tau bapak
malunya presiden omon,malu presiden omon
titik terendah seorang presiden di kritik dan diajari anak sd,titik rendah orang presiden kritik ajar anak sd
anak kecil aja ngerti apa yang terjadi kalau dollar semakin kuat sedangkan rupiah semakin lemah ini lagi ada presiden yang gak ngerti cara memperbaiki keuangan indonesia dan sebab akibat dari rupiah yang melemah gimana dah aneh,anak kecil saja erti jadi dollar makin kuat sedang rupiah makin lemah presiden tidak erti cara baik uang indonesia rupiah lemah bagaimana aneh
malah cerdas ini bocah daripada aki aki itu,malah cerdas bocah daripada aki aki
gen alpha memang yang paling vokal dalam mengkritisi sebuah masalah,gen alpha memang paling vokal dalam kritisi buah masalah
kayaknya sih dr cara ngmongnya dia msih hafalan atau mgkn baca teks bukan spontan tp gpp lanjutkan smua btuh proses,kayak cara ngmongnya masih hafal mungkin baca teks bukan spontan tidak apa lanjut butuh proses
bibit unggul pengusaha sukses nih,bibit unggul usaha sukses
siswa sd aja ngerti dan paham masa pemimpin kita odob,siswa sd saja erti paham masa pimpin odob
malu in makanya lidah dijaga wowojgn asbun,malu makanya lidah jaga wowojgn asbun
bukan salah tapi yg menangkan kan pk anies,bukan salah menang pakai anies
kacau sudah dunia konohaemng susah klw kebanyakan ngelawak si wowo,kacau dunia konohaemng susah banyak lawak prabowo
tapi di indonesia pupuk gratis di sapsiteng tingal ambil jadi gakbutuh dolarpa,indonesia pupuk gratis sapsiteng tinggal ambil gakbutuh dolarpa
orang desa dikasih dollar simpenan wowo mau gak bryg gak mau komen di bawah,desa kasih dollar simpenan prabowo mau tidak bryg tidak mau komen bawah
makanya itulah adanya proses impor dan transport brbrdikiranya orang indonesia sama luar negri memakai uang yang sama,makanya itu ada proses impor transport brbrdikiranya indonesia sama luar negeri pakai uang sama
pasti anak ini cerdas karena mbg,pasti anak cerdas mbak
artinya peleciden tidk lebih pintar dari anak sd,arti peleciden tidk lebih pintar anak sd
malunya otak president kok di bawah anak sd kwalitasnya,malu otak president kok bawah anak sd kwalitasnya
wowo iqnya lebih rendah drpd keledai,prabowo iqnya lebih rendah daripada keledai
anaksmart brsekolah diplomat kau anak manis atau ekonom,anaksmart brsekolah diplomat kau anak manis ekonom
si wowo biadab,prabowo biadab
gak tau pura pura bodohatau emang bodoh beneran,tidak tau pura pura bodohatau memang bodoh benar
hati hati ade jangan jangan nanti di culik kan si raja omon omon itu jendral pecatan gembong penculik aktivis amp mahasiswa,hati hati adek jangan jangan nanti culik raja omon omon jenderal pecat gembong culik aktivis mahasiswa
mampus biar gada harga dirinya lu wok,mampus biar tidak ada harga diri wok
inilah kenapa guru sering jadi ti di sistem pemerintahan bahaya bisa ganggu kenyamanan istana pemerintahan,ini kenapa guru sering ti sistem perintah bahaya ganggu nyaman istana perintah
jangan sampai terjadi seperti th dolar naik tidak terkontrol tetap dipertahankan pemerintahan prabowo jangan sampai gibran naik dipegang gibran malah tambah kacau balau harus ada efisiensi dan pengurangan anggaran kalau perlu rampingkan kabinet,jangan sampai jadi tahu dolar naik tidak kontrol tetap tahan perintah prabowo jangan sampai gibran naik pegang gibran malah tambah kacau balau harus efisiensi kurang anggar perlu ramping kabinet
buzzer sdh turun anggaran rame para penghianat bau pesing apalagi skr mafia diberangus bayar buzzer uang receh,buzzer turun anggar rame para penghianat bau pesing apalagi sekarang mafia berangus bayar buzzer uang receh
baru pahamkan kenapa anggaran pendidikan dipangkas brbragar murid sd tak boleh lebih pinter dari presiden,baru paham kenapa anggar didik pangkas brbragar murid sd tak boleh lebih pintar presiden
anak cerdas semoga menjadi anak sholeh berguna bagi orang tua dan bangsa aamiinsehat selalu nak,anak cerdas moga anak sholeh guna bagi tua bangsa aamiinsehat selalu nak
satu nya cara kalo dollar dianggap gak penting masuk ke blok timur transaksi pake rubel dan yuan soal minyak rusia punya banyak dan murahsoal bahan baku china punya banyak kurangi transaksi yg berhubungan dengan dollar asal kuat aja dimusuhin sekutu amerika,satu cara dollar anggap tidak penting masuk blok timur transaksi pakai rubel yuan soal minyak rusia punya murahsoal bahan baku china punya kurang transaksi hubung dollar asal kuat saja dimusuhin sekutu amerika
banyak sekali blunder brklo dia ksatria atau patriot dia sudah mundurbrbrini dia malah masih baik baik saja jelas,sekali blunder brklo ksatria patriot mundurbrbrini malah masih baik baik saja jelas
kayaknya anak sd masih lebih paham daripada onoh,kayak anak sd masih lebih paham daripada sono
bawa dolar lu ke alfamart atau indomaret bisa gak dijajanin beli nasi aja pake rupiah dek,bawa dolar alfamart indomaret tidak dijajanin beli nasi saja pakai rupiah dek
kasih understand dek,kasih understand dek
ternyata wowo hanya omon wowo malah di kasih paham sama anak kecil yg lebih cerdas,nyata prabowo hanya omon prabowo malah kasih paham sama anak kecil lebih cerdas
anti kritik batu ngeyel takabur sotoy npd stadium akhir dah ampun dahh ahhh,anti kritik batu ngeyel takabur sok tau npd stadium akhir ampun dah
jangan mau dijajah dolar cina maju karena melemahkan mata uangnya terhadap dolar vietnam juga begitu jepang juga melemahkan mata uang untuk meningkatkan nilai ekspornya indonesia perkuat ekspor kurangi import maka kita akan cuan bbm tidak usah pakai dolar lewat rusia bukti nya bbm aman untuk rakyat kecil kalau dulu kita dijajah belanda sekarang kita dijajah dolar kapan mau merdeka,jangan mau jajah dolar cina maju lemah mata uang hadap dolar vietnam jepang lemah mata uang tingkat nilai ekspor indonesia kuat ekspor kurang import cuan bbm tidak pakai dolar lewat rusia bukti bbm aman rakyat kecil dulu jajah belanda sekarang jajah dolar kapan mau merdeka
sok taunglamakorang pintar dan jenius pasti diampenerus tukang nyinyiritunaja di buat viral,sok taunglamakorang pintar jenius pasti diampenerus tukang nyinyiritunaja buat viral
presiden tolol masih pintar anak sd daripada orang sinting bernasib baik bisa jadi presiden,presiden tolol masih pintar anak sd daripada sinting nasib baik presiden
yg bangsat itu para spekulan dolar brya betul pak prabowo brorang desa itu nilai tukarnya rupiah anak sd taunya baru jajan minta orang tuwa brkembali para pengkianat bangsa amp para koruptor itu orang yg menyusahkan rakyat rakyat brkalo dampaknya dolar ya brdasar bangsat yg bikin ulah otak udang,bangsat para spekulan dolar brya betul bapak prabowo brorang desa nilai tukar rupiah anak sd tau baru jajan minta tuwa brkembali para pengkianat bangsa para koruptor susah rakyat rakyat brkalo dampak dolar brdasar bangsat ulah otak udang
si bocah tumbuh perlahan mnjdi dewasabrsmntara si orang tua itu tumbuh jadi anak kembali jawal,bocah tumbuh perlahan dewasabrsmntara tua tumbuh anak kembali jawal
kasih paham tu cil,kasih paham cil
