id,text,text_clean,label_inset_lexicon,label_manual,catatan
9751,"kali ini saya akui, pilihan ku emang salah,",kali aku pilih memang salah,Negatif,Negatif,
7581,yg salah saya karna telah memilih,salah telah pilih,Negatif,Negatif,
5217,anak anak lebih pintar dari si wowo buat malu negara ini,anak anak lebih pintar prabowo buat malu negara,Negatif,Negatif,
8401,klo mengaca krisis moneter di grassroot aman sj yg berisik d elitebrklo now sdh byk penjelasan yg riil shg tdk panik yg ada upaya agar panik,kaca krisis moneter grassroot aman saja berisik elitebrklo now jelas riil shg tidak panik upaya panik,Negatif,Negatif,
6625,memangnya d pasar tradisional di jakarta pake dolar ya pak,memang pasar tradisional jakarta pakai dolar bapak,Negatif,Negatif,
7048,walau harga beras kita mahal tetap mahal tepuk tangan,walau harga beras mahal tetap mahal tepuk tangan,Positif,Negatif,
9625,"kalo lu punya otak pas debat capres juga lu harus nya tau siapa yang akalnya sehat bukan malah akting nangis ,sama joged2",punya otak pas debat capres harus tau akal sehat bukan malah akting menang sama joged,Negatif,Negatif,
4057,ekonomi sekarang nyesek sulit barang pada naik,ekonomi sekarang sesak sulit barang naik,Negatif,Negatif,
10147,koment gini aja,komentar begini saja,Negatif,Netral,
3000,presiden ter ah sudahlah mau di maki kayak apa gak ngaruh udah ngap banget ma ni pres,presiden ter sudah mau maki kayak tidak ngaruh ngap banget sama pres,Negatif,Negatif,
9290,njirr kacau banget hadehh heuhh,anjir kacau banget hadehh heuhh,Negatif,Negatif,
1232,ambisi brvisi misi,ambisi brvisi misi,Positif,Negatif,
1515,ikut lah coment dari pada di pendam presiden otak dengkul manusia tolol,komentar pendam presiden otak dengkul manusia tolol,Negatif,Negatif,
2314,di desa makan tahu tempe pak semua impor pakai dollar belajar lg pak,desa makan tahu tempe bapak impor pakai dollar ajar bapak,Negatif,Negatif,
1452,ini orang benar sakit tapi anehnya ternaknya msh memuja,benar sakit aneh ternak masih puja,Negatif,Negatif,
4735,wah ada fenomena trump juga nih walau versi konoha,fenomena trump walau versi konoha,Negatif,Negatif,
7925,ceo ompreng emang kosong mlompong,ceo ompreng memang kosong mlompong,Negatif,Negatif,
8779,lagi naik kawan,naik kawan,Netral,Netral,
4322,koq bisa kita punya presiden kayak gini ya,kok punya presiden kayak begini,Positif,Negatif,
5958,ngomong belepotan,omong belepotan,Negatif,Negatif,
839,iya tapi nilai rupiah merosot alias melemah hadeuh parahparah,nilai rupiah merosot alias lemah aduh parahparah,Negatif,Negatif,
10207,"memang g pakai dolar kami pak..
tapi akibat kenaikan dolar bisa menaikkan harga sembako....dan bbm dll",memang tidak pakai dolar bapak naik dolar naik harga sembakodan bbm dll,Positif,Negatif,
5423,gak usah jauh jauh bensin aja import kedelai import alat electronics import sekalipun di rakit di indo dan banyak bahan makanan pokok import yg seneng kan bagus buat nyimpen duit dollar hey kita kan hidup di indo dan kalau semua serba mahal akhirnya duit tabungan dollarmu juga lu pake buat makan,tidak jauh jauh bensin saja import kedelai import alat electronics import sekalipun rakit indonesia bahan makan pokok import senang bagus buat simpan duit dollar hey hidup indonesia serba mahal akhir duit tabung dollarmu pakai buat makan,Negatif,Negatif,
6837,sawit itu juga pohon,sawit pohon,Negatif,Netral,
8750,"steatment beliau soal ""orang desa gak pakai dolar"" itu udah bener kok, sebetulnya yang bakal kerasa mahal itu barang impor, dan itu udah pasti, kalo bahan bahannya dari negri sendiri contoh sayuran, bakalan sama aja harganya, ditempatku sayuran masih sama aja, i mean naik turun wajar. tapi tetep bakal punya efek domino tersendiri ke perekonomian kecil, karena gorengan kan dari tepung, tepung dari gandum, dan gandum dari hasil impor dan karena impor, jadinya mahal.. so yah begitulah. kesimpulannya emang berdampak, tapi tergantung, kalo kita emang terbiasa beli barang non lokal ya pasti mahal",steatment beliau soal desa tidak pakai dolar benar kok betul bakal rasa mahal barang impor pasti bahan bahan negeri sendiri contoh sayur bakal sama saja harga tempat sayur masih sama saja mean naik turun wajar tetap bakal punya efek domino sendiri ekonomi kecil goreng tepung tepung gandum gandum hasil impor impor jadi mahal sok begitu simpul memang dampak gantung memang biasa beli barang non lokal pasti mahal,Negatif,Negatif,
3568,lucu y ucapan kepala negara ko kaya ucapan ema gibah ya,lucu ucap kepala negara kok kayak ucap emak gibah,Negatif,Negatif,
9535,"semua negara jg naik kak,saya tinggal ditw jg bbm naik sama aja semua naik karena perang as iran penyebabnya",negara naik kaksaya tinggal ditw bbm naik sama saja naik perang as iran sebab,Negatif,Negatif,
3088,ayo siapa yang milih puas lo tanggung jawab bagsat,ayo pilih puas tanggung jawab bagsat,Negatif,Negatif,
8978,jd cara biar rupiah ga lemah itu bi naikin suku bunga ya?,cara biar rupiah tidak lemah bi naikin suku bunga,Negatif,Negatif,
1715,jangan dikira orang pelosok desak desa tidak punya uang banyak orang desa punya sawah luas kebun luas,jangan kira pelosok desak desa tidak punya uang desa punya sawah luas kebun luas,Negatif,Negatif,
4271,emang pikun,memang pikun,Negatif,Negatif,
340,hsil dari kerjaan yg tak tepat pda ahlinya,hsil kerja tak tepat ahli,Positif,Negatif,
7172,pupuk di kios kelompok tani langka pak,pupuk kios kelompok tani langka bapak,Negatif,Negatif,
6329,oalah yang ini a hrefhttpswwwyoutubecomwatchvnpiyovfifyampta,oalah href,Netral,Netral,
5460,calon ketua bem indonesia,calon ketua bem indonesia,Netral,Netral,
8389,semoga segera di ganti presiden nya,moga segera ganti presiden,Negatif,Negatif,
8920,saya rasa kesian sangat dengan apa yang di presiden indonesia cakapkan.. kesian kat rakyat laaa apa yg terjadi besar impak yaaa ..,rasa kesi sangat presiden indonesia cakap kesi kat rakyat laaa jadi besar impak,Negatif,Negatif,
589,tepuk tangan nonton badut,tepuk tangan tonton badut,Negatif,Negatif,
3366,iya nggak begitu lahtetap saja efek nya ke rakyat makin tercekik,tidak lahtetap saja efek rakyat makin cekik,Positif,Negatif,
2671,menutup fakta dan mengajarkan pembodohan,tutup fakta ajar bodoh,Negatif,Negatif,
3590,ini pilihan kalian,pilih kalian,Negatif,Netral,
35,gk nyesel gw gk nyoblos pilpres kemarin percuma ganti presiden baru mala sama aja kay yang kemarin,tidak sesal tidak nyoblos pilpres kemarin percuma ganti presiden baru mala sama saja kay kemarin,Negatif,Negatif,
29,heran kok bisa ya orang goblok jadi presiden di indonesia,heran kok goblok presiden indonesia,Negatif,Negatif,
9962,"""orang rakyat di desa ga pake dollar kok""",rakyat desa tidak pakai dollar kok,Netral,Negatif,
5685,inilah kenapa guru sering jadi ti di sistem pemerintahan bahaya bisa ganggu kenyamanan istana pemerintahan,ini kenapa guru sering ti sistem perintah bahaya ganggu nyaman istana perintah,Negatif,Negatif,
2171,y sakit pakmndingan sakit jdi petanidri pada pencuri uang rakyatat yg korupsibrbrkarna yg korupsiitu maling,sakit pakmndingan sakit petanidri curi uang rakyatat korupsibrbrkarna korupsiitu maling,Negatif,Negatif,
7686,presiden paling bodoh,presiden paling bodoh,Positif,Negatif,
5146,ya beginilah ketika org yg ga pernah menjabat di pemerintahan tapi ambisius dri dlu pengen jadi presiden cma karna ego pribadi nyusruk dah kebawah kan sekarang ya silahkan nikmati bagi kalian yg memilih beliau ini kalah sama pemikiran bocah sd,begini ketika tidak jabat perintah ambisius dulu pengin presiden cuma ego pribadi nyusruk bawah sekarang sila nikmat bagi kalian pilih beliau kalah sama pikir bocah sd,Negatif,Negatif,
890,gimana indonesia gak gaduh ya memahami isi pidato saja tidak sanggup tapi kalo dibilang sdm rendah pd nguamuk brmudah terhasut dg omongan sepotong karna dirinya merasa kekurangan terus tapi kalo disebut orang miskin nguamukbrbrkalo sifat rakyatnya sdm begini terus ya indonesia gelap buat rakyat yg begini sajalah cacimaki hujat kayak dirinya ga punya tuhan yg diandalkan utk hidupnya astagfirullah alaziiiim,bagaimana indonesia tidak gaduh paham isi pidato saja tidak sanggup bilang sdm rendah nguamuk brmudah hasut omong potong diri rasa kurang terus sebut miskin nguamukbrbrkalo sifat rakyat sdm begini terus indonesia gelap buat rakyat begini saja cacimaki hujat kayak diri tidak punya tuhan andal hidup astagfirullah alaziiiim,Negatif,Negatif,
6920,bicara apa ini orangbrbadut harus di tepuk tangan biar senang,bicara orangbrbadut harus tepuk tangan biar senang,Negatif,Negatif,
3323,harga jadi mahal bos,harga mahal bos,Positif,Negatif,
9670,karena yg atas fomo dollar,atas fomo dollar,Negatif,Negatif,
3515,bukan dolarnya pak yg jd masalahtp harga sandang pangan naik itu masalahnya,bukan dolar bapak masalahtp harga sandang pangan naik masalah,Netral,Negatif,
4707,di desa daerah jogja itu isinya bule trus banyak home industri kerajinan yg di ekspor mereka byk menggunakan dolarkalau pemerintah bisa menyetarakan antara dollar us dg rupiahnah itu baru presiden hebat,desa daerah isi bule terus home industri rajin ekspor guna dolarkalau perintah tara antara dollar us rupiahnah baru presiden hebat,Negatif,Negatif,
9045,"klo aku sii yes, cuma pak anies yg tepat jd presiden",yes cuma bapak anies tepat presiden,Positif,Negatif,
5719,ambisi yang tak sesuai kemampuan,ambisi tak sesuai mampu,Negatif,Negatif,
3734,dmn lah letak otak org yg milih dia ni yabrini lah hasil kecurangan akan di nampak kualitas oleh allah swt,mana letak otak pilih yabrini hasil curang tampak kualitas allah swt,Netral,Negatif,
9742,pilihan mu rep,pilih rep,Negatif,Netral,
7538,saya rakyat jelata hampir tdk percaya saya yg terhormatbpk presiden mengeluarkan pernyataan seperti itudhuhsayang seribu sayang,rakyat jelata hampir tidak percaya terhormatbpk presiden keluar nyata itudhuhsayang ribu sayang,Negatif,Negatif,
1655,aku takut nilai itu nyata,takut nilai nyata,Netral,Netral,
6290,sebaiknya anda dan wakil anda itu mengundurkan diri saja karena kebetulan nya tidak pernah membela rakyat kecil dan indonesia semakin hancur,baik anda wakil anda undur diri saja betul tidak bela rakyat kecil indonesia makin hancur,Negatif,Negatif,
5370,emang bener di desa ga pake dolar,memang benar desa tidak pakai dolar,Negatif,Negatif,
224,gobloknya kebangetan,goblok banget,Negatif,Negatif,
8878,"pak 85% kebutuhan kita impor, kedelai impor, gandum impor, bbm impor, elektronik impor, hp impor semua pakai dollar, dll banyak impor, semua elemen masyarakat terpengaruh, haduhhh",bapak butuh impor kedelai impor gandum impor bbm impor elektronik impor hp impor pakai dollar dll impor elemen masyarakat pengaruh haduhhh,Negatif,Negatif,
4722,aku gak pakai dolar juga idup anda kalian keminter,tidak pakai dolar hidup anda kalian keminter,Negatif,Negatif,
4240,gek piyembok yo dipikir sikkulo tiang desopak presiden,gek piyembok pikir sikkulo tiang desopak presiden,Netral,Negatif,
1591,tua bangka tolollllllll omonnnnnnn prabowo goblokkkkkkkkkkkkkk bgtz cuma boneka prabowo tedi banci gay hadehhhhhhhhhhhhhhh bobrokkkkkkkk presiden tolollllllll prabowo tni jadi ladang koruptor di rezim ini,tua bangka tolollllllll omonnnnnnn prabowo goblokkkkkkkkkkkkkk bgtz cuma boneka prabowo tedi banci gay hadehhhhhhhhhhhhhhh bobrokkkkkkkk presiden tolollllllll prabowo tni ladang koruptor rezim,Negatif,Negatif,
6852,kasian org di desa mngkin di anggap gak tau pergerakan rupiah k dolar,kasihan desa mungkin anggap tidak tau gera rupiah dolar,Netral,Negatif,
3257,presiden terbodoh memang org indonesia gak butuh produk luar negeri spt spare part barang teknologi muslim ibadah ke saudi kalau indonesia negara maju amp mandiri gpp gk butuh dolar ondel,presiden bodoh memang indonesia tidak butuh produk luar negeri spare part barang teknologi muslim ibadah saudi indonesia negara maju mandiri tidak apa tidak butuh dolar ondel,Positif,Negatif,
4925,prabowo presiden tertololllll,prabowo presiden tertololllll,Positif,Negatif,
8875,"gorengan 5k dapat 3 biji, amankah?",goreng dapat biji aman,Negatif,Netral,
2182,patokan menteri bukan rakyatbrlah menteri anak buahnyabrdulu berharap beliau jadi presiden karna tegas dan gak plangaobrternyata oh ternyata,patok menteri bukan rakyatbrlah menteri anak buahnyabrdulu harap beliau presiden tegas tidak plangaobrternyata nyata,Negatif,Negatif,
7249,kerja ga becus main pedangan dan jalan aja ingat waktu krisis siapa gubernur bi nya sekarang anaknya di taeuh di sana dasar rampok,kerja tidak becus main pedang jalan saja ingat waktu krisis gubernur bi sekarang anak taeuh dasar rampok,Negatif,Negatif,
6947,prabowo jangan lupa kriminal yang kamu lakukan kepada rakyat sehingga kamu kabur ke jordania selama belasan tahun bradakah rakyat indonesia telah lupa,prabowo jangan lupa kriminal laku kepada rakyat kabur jordania lama bas tahun bradakah rakyat indonesia telah lupa,Negatif,Negatif,
7229,bapak ini bicara tidak sesuai dgn kenayataanrakyat perlu yg nyata cuman nyata nya omom omom,bapak bicara tidak sesuai kenayataanrakyat perlu nyata cuman nyata omom omom,Negatif,Negatif,
9398,kelamaan tuh sebelah ada batu,lama tuh belah batu,Negatif,Negatif,
1210,ngeri juga lo ndut,ngeri gendut,Negatif,Negatif,
422,presiden segoblok ini bisa kepilih,presiden goblok pilih,Negatif,Negatif,
8995,jos jis.....,jos jis,Netral,Netral,
1707,kalo tidak ngerti ekonomi semestinya prabowo ngangkat orang ahli ekonomi jadi seskab bukan teddy,tidak erti ekonomi mesti prabowo ngangkat ahli ekonomi seskab bukan teddy,Netral,Negatif,
1159,orang desa pakai bbm beli bbm impor pakai dollar,desa pakai bbm beli bbm impor pakai dollar,Negatif,Negatif,
2307,sehat dan panjang umur pak presiden,sehat panjang umur bapak presiden,Positif,Positif,
274,ini aki asplak kau kluar negri jln gk pke dollarmmng nya blnja impor gk pke dolar ngomong kau sama patunglahgk sadar akibat nya harga dlm negri pada naekorg desa gk kna dampak blnja harianmikir kikabinet kau itu di rampungin ilangin tuh mntri gk berguna kampret,aki asplak kau keluar negeri jalan tidak pakai dollarmmng belanja impor tidak pakai dolar omong kau sama patunglahgk sadar harga dalam negeri naekorg desa tidak kna dampak belanja harianmikir kikabinet kau rampungin ilangin tuh mntri tidak guna kampret,Negatif,Negatif,
172,tolong lah pakk bahan baku semua naikkk bener mau memiskinkan rakyat,tolong pakk bahan baku naikkk benar mau miskin rakyat,Negatif,Negatif,
3957,yang memilih dia kenapa jd sengsara,pilih kenapa sengsara,Negatif,Negatif,
9244,"iyaa ya, mau nyalon aja ngutang gimna mau ngeluarin uang pribadi buat bantu orang. upsss",mau nyalon saja ngutang bagaimana mau keluar uang pribadi buat bantu upsss,Negatif,Negatif,
3189,memang kami di desa tidak pake dolar pak tapi kalau nilai tukar rupiah anjlok barang komuditas kebutuhan seharihari yang diimpor dari luar negeri jadi mahal harganya meski kami hidup di desa tapi kami tidak sebodoh yang ada difikiran bapak atau justru otak bapak sendiri yang tidak sampai ke situ aahh kocak,memang desa tidak pakai dolar bapak nilai tukar rupiah anjlok barang komuditas butuh seharihari impor luar negeri mahal harga meski hidup desa tidak bodoh difikiran bapak justru otak bapak sendiri tidak sampai kocak,Negatif,Negatif,
1726,enak aja ngomong enggak usah panic akhhh ohhhh,enak saja omong enggak panic akhhh,Negatif,Negatif,
4575,kupikir beliau pinter ternyataitu jika kita berpasangan dgn orang bodohasam sulfat maka hasilnya ketularan bodohyang masih terus mendukung seputaran orang bodoh dan tukang tipungibulanda yang akan rugisalam akal sehat,pikir beliau pintar ternyataitu pasang bodohasam sulfat hasil tular bodohyang masih terus dukung putar bodoh tukang tipungibulanda rugisalam akal sehat,Positif,Negatif,
6028,lansia di jadikan presiden ya gini jadinyapye kabare,lansia jadi presiden begini jadinyapye kabare,Netral,Negatif,
1565,memang faktanya kita tak pakek dolar belanja tetap pake rupiah yg pakek dolar pasti anak abah,memang fakta tak pakai dolar belanja tetap pakai rupiah pakai dolar pasti anak abah,Negatif,Negatif,
1783,numpang lewat mau baca komen,numpang lewat mau baca komen,Negatif,Netral,
844,sebodoh bodohnya presiden yang ada di dunia dari semua periode adalah wowo,bodoh bodoh presiden dunia periode prabowo,Netral,Negatif,
9619,kok bisa sekelas presiden logikanya begini?? duhh 🤧,kok kelas presiden logika begini duh,Negatif,Negatif,
9898,"kami emang ga pake dollar pak, tapi dampak melemahnya rupiah itu yg rakyat rasakan.",memang tidak pakai dollar bapak dampak lemah rupiah rakyat rasa,Negatif,Negatif,
905,piye wo wo,piye wo wo,Negatif,Negatif,
8615,ternyata 11/100 itu kebesaran!!!!,nyata besar,Negatif,Negatif,
9957,beli listrik sama top up e-wallet sekarang adminnya 4k jir,beli listrik sama top up ewallet sekarang adminnya jir,Positif,Negatif,
5458,jangan yadek belajar aja kau yg baikweiiilongorinilah kebanyakan makan beras impor dr vietnam bulog tempo doeloe,jangan yadek ajar saja kau baikweiiilongorinilah banyak makan beras impor vietnam bulog tempo dulu,Negatif,Negatif,
1548,berulangkali tak ngomongquot pemerintah sekarang prabowogibran pemerintahan gagal total dri sejarah kita pastikan a hrefhttpwwwyoutubecomresultssearchquerygantigantia presiden,berulangkali tak ngomongquot perintah sekarang prabowogibran perintah gagal total sejarah pasti href presiden,Positif,Negatif,
2081,purbaya juga lagi stres liat ajh mukanya lelah sangat,purbaya stres lihat saja muka lelah sangat,Negatif,Negatif,
4783,pengamat pada panas bahkan pengamat yang udah uzur mulai panasss mandi biar dingin otaknya,amat panas bahkan amat uzur mulai panasss mandi biar dingin otak,Negatif,Negatif,
3986,katanya merakyat tapi ga paham ke adaan rakyat jelatah,kata rakyat tidak paham ada rakyat jela,Negatif,Negatif,
6811,indonesia cemas,indonesia cemas,Negatif,Negatif,
8118,kasih faham prof,kasih faham prof,Netral,Netral,
6598,mulyono dan termul kenyangdengan hutang yangenggunung pak prabowo yang dapat getah semangat pak berat memang menjadi benar di negri ini,mulyono termul kenyangdengan hutang yangenggunung bapak prabowo dapat getah semangat bapak berat memang benar negeri,Negatif,Negatif,
6999,efeknya harga harga naikbrjangan membuat narasi kambing hitam seolah ketidakmampuan memimpinbromongkosong justru jadi menteri menjadi kaya luar biasa ini ada apa,efek harga harga naikbrjangan buat narasi kambing hitam olah ketidakmampuan memimpinbromongkosong justru menteri kayak luar biasa,Negatif,Negatif,
8448,prabowo udah pikun,prabowo pikun,Negatif,Negatif,
3821,presiden paling pekok,presiden paling kok,Positif,Negatif,
2647,pidato yg gilakau pikir rakyatmu bodoh sangat memalukan,pidato gilakau pikir rakyat bodoh sangat malu,Negatif,Negatif,
6976,dungu atas bawah,dungu atas bawah,Negatif,Negatif,
7624,tenang pak dollar ga ngaruh buat orng desa sya yakin hanya bapak yg pengaruh,tenang bapak dollar tidak ngaruh buat desa yakin hanya bapak pengaruh,Negatif,Negatif,
7335,ngomong didepan pejabatngomong di depan rakyatomon omon preet,omong depan pejabatngomong depan rakyatomon omon preet,Negatif,Negatif,
7767,presiden nya udah dongoopea,presiden dongoopea,Positif,Negatif,
7457,sudah benar almarhum bapak presiden habibie mencopot beliu,benar almarhum bapak presiden habibie copot beliu,Negatif,Negatif,
4351,seorang kepala negara seharusnya lebih bijak,orang kepala negara harus lebih bijak,Negatif,Negatif,
8983,dia mah dari lahir udah hidup kaya bang mana tau🤣,mah lahir hidup kayak abang mana tau,Negatif,Negatif,
2156,coba purbaya di srimul termulkan masih bisa senyum gak,purbaya srimul termulkan masih senyum tidak,Netral,Negatif,
7151,negara sinetron ya beginipenuh dandiwara,negara sinetron beginipenuh dandiwara,Netral,Negatif,
3716,ndasmuu kek memang gue pikirin,ndasmuu kayak memang pikirin,Negatif,Negatif,
4058,pak prabowo omongan nyabrbkn seperti seorang presiden brterkadang asal ngomong,bapak prabowo omong nyabrbkn orang presiden brterkadang asal omong,Negatif,Negatif,
8546,kualitas presiden jenderal yang jago bahasa asing dan dipujapuji oleh para penyepong bahasa asing wkwkwkwkkk,kualitas presiden jenderal jago bahasa asing dipujapuji para penyepong bahasa asing wkwkwkwkkk,Positif,Negatif,
6339,memang pantas dikasih nilai,memang pantas kasih nilai,Negatif,Negatif,
5684,mampus biar gada harga dirinya lu wok,mampus biar tidak ada harga diri wok,Negatif,Negatif,
3103,yg ke luar negri ya kamu sendiri ngrayain ultah nyonya tedy pake duit rakyat,luar negeri sendiri ngrayain ultah nyonya tedy pakai duit rakyat,Negatif,Negatif,
559,jangan salahkan mbahsalahkan diri anda yg memilih wowokarena dapat sembako,jangan salah mbahsalahkan diri anda pilih wowokarena dapat sembako,Negatif,Negatif,
4914,gibran pramono,gibran pramono,Netral,Netral,
5293,belajarlah teory ekonomi makro,bajar teory ekonomi makro,Netral,Negatif,
1437,rupiah loyo dia ngerti ngga sih arti loyo atau otak dia terlalu loyo buat paham,rupiah loyo erti tidak arti loyo otak terlalu loyo buat paham,Negatif,Negatif,
508,kok gini si presiden indonesia saat ini dollar naik pak presiden artinya semua pasti naik barang harga bahan baku pasti naik pak,kok begini presiden indonesia saat dollar naik bapak presiden arti pasti naik barang harga bahan baku pasti naik bapak,Positif,Negatif,
4473,tetap dukung pak prabowo,tetap dukung bapak prabowo,Positif,Positif,
1870,blunder mulu kalo ngomongbrmemang minus sih kalo pidatobrkerja nyata nya bagus,blunder mulu ngomongbrmemang minus pidatobrkerja nyata bagus,Negatif,Negatif,
756,jogeeettt aja trussss paaaakkkkbrbrtiduurrr ajaaaa korrupssiii aja dibuai truuusss hingga akhirnya semuanya sudah terlambat,jogeeettt saja terus paaaakkkkbrbrtiduurrr ajaaaa korrupssiii saja buai truuusss hingga akhir semua lambat,Negatif,Negatif,
9746,milihnya berdasarkan fyp tiktok sih,milihnya dasar fyp tiktok,Netral,Negatif,
4051,ampun dah pemikiran nyaaahhh,ampun pikir nyaaahhh,Negatif,Negatif,
9058,minyak goreng 2liter tembus 47rb,minyak goreng liter tembus ribu,Netral,Negatif,
3837,sedih banget ternyatasetol itu,sedih banget ternyatasetol,Negatif,Negatif,
4387,benar dolar naik semua ikut naiksemuaya kena imbasnya sekarang harga bbm aja uda naik imbas dari dolar naik,benar dolar naik naiksemuaya kena imbas sekarang harga bbm saja naik imbas dolar naik,Negatif,Negatif,
2119,brbrjgn cuma abs pak rakyat sudah cukup menderita,brbrjgn cuma habis bapak rakyat cukup derita,Negatif,Negatif,
8690,mana wapresnya sama aja lagi,mana wapresnya sama saja,Netral,Negatif,
7431,piye topak prrsiden terigu plastik kedelai semua kebutuhan ternak perkebunan semua naik karena dollar piye to,piye topak prrsiden terigu plastik kedelai butuh ternak kebun naik dollar piye,Negatif,Negatif,
502,bapak sekolah tidak sih brrakyat di desa gak pakai dollar kok brrupiah melemah atas mata uang asing artinya ekonomi sedang tidak baik baik aja pak brsadar pak jangan cuman omon omon,bapak sekolah tidak brrakyat desa tidak pakai dollar kok brrupiah lemah atas mata uang asing arti ekonomi tidak baik baik saja bapak brsadar bapak jangan cuman omon omon,Negatif,Negatif,
8605,"""memang benar masyarakat desa tidak bertransaksi menggunakan dolar secara langsung. namun ketika nilai rupiah melemah, harga barang impor, bbm, pupuk, pakan ternak, hingga kebutuhan pokok tertentu bisa ikut terdampak. jadi yang dirasakan rakyat bukan dolarnya, melainkan efek berantai dari melemahnya rupiah. menurut saya, yang lebih penting adalah bagaimana pemerintah menjaga stabilitas ekonomi sekaligus memastikan daya beli masyarakat tetap kuat.""",memang benar masyarakat desa tidak transaksi guna dolar cara langsung ketika nilai rupiah lemah harga barang impor bbm pupuk pakan ternak hingga butuh pokok tentu dampak rasa rakyat bukan dolar efek beranta lemah rupiah turut lebih penting bagaimana perintah jaga stabilitas ekonomi sekaligus pasti daya beli masyarakat tetap kuat,Negatif,Negatif,
6674,sumpah ini merupakan pembodohan publik nilai tukar rupiah melemah terhadap dolaritu artinya semua kebutuhan primer dan sekunder siap melambung tinggi dan itu berpengaruh terhadap semua rakyat indonesia sudah gak habis fikir gw,sumpah rupa bodoh publik nilai tukar rupiah lemah hadap dolaritu arti butuh primer sekunder siap lambung tinggi pengaruh hadap rakyat indonesia tidak habis fikir,Negatif,Negatif,
9368,jogetin ajaa kak,joget saja,Negatif,Netral,
1540,jangan makan tempe amp tahu,jangan makan tempe tahu,Negatif,Netral,
6540,kok jadi pemimpin tak ada cerdas nya,kok pimpin tak cerdas,Netral,Negatif,
1212,cari pembenaran trs wo mau dijebolin brp ribu,cari benar terus wo mau dijebolin berapa ribu,Negatif,Negatif,
9389,iqnya gangangkat,iqnya gangangkat,Netral,Negatif,
673,a hrefhttpswwwyoutubecomwatchvlsqykmfxmampta mantap pilihan rakyat lanjut periode saja biar ancur semua,href mantap pilih rakyat lanjut periode saja biar hancur,Negatif,Negatif,
3378,pak kedelaitrigu biji plastik dll impor pakai dolar pak,bapak kedelaitrigu biji plastik dll impor pakai dolar bapak,Netral,Negatif,
4477,kasihan si bos percaya begitu omongan anak buahnya,kasihan bos percaya omong anak buah,Negatif,Negatif,
9041,"dari amerika itu cuma 1000ton kocak bandingin beras indonesia stok berapa kaya angin doang tu beras amerika, km jga gk bakalan mau beli",amerika cuma ton kocak banding beras indonesia stok berapa kayak angin doang beras amerika tidak bakal mau beli,Negatif,Negatif,
1465,beli kedelai pakek dollar kedelai bukan cuma untuk tempe dan tahu pakan ternak juga pakek ini jual minyak sawit ke lokal dikit aja biar harga tetep tinggi sisanya jual ke luar krn pakek harga internasional brdan pemerintah baru aja memperluas lahan sawit merekakapitalis sawit dengan embel b,beli kedelai pakai dollar kedelai bukan cuma tempe tahu pakan ternak pakai jual minyak sawit lokal dikit saja biar harga tetap tinggi sisa jual luar pakai harga internasional brdan perintah baru saja luas lahan sawit merekakapitalis sawit embel,Negatif,Negatif,
9187,nilai dikurangi 5,nilai rang,Positif,Netral,
1193,presiden satu ini cuma bisa omon omon doank tidak ada buktinya,presiden satu cuma omon omon doang tidak bukti,Netral,Negatif,
7436,golongan orangorang pinter tapi gak cerdas yang berakhir jadi tukang nyinyir,golong orangorang pintar tidak cerdas akhir tukang nyinyir,Negatif,Negatif,
1873,woowoo wedus solo,woowoo wedus solo,Netral,Negatif,
3591,ngga sekalian rupiah ganti dollar,tidak sekali rupiah ganti dollar,Negatif,Negatif,
7167,semoga semuanya baik baik saja ye allah selamat indonesia ku dari orang orang dzolim indonesia ku semoga cepat pulah,moga semua baik baik saja ye allah selamat indonesia dzolim indonesia moga cepat pulah,Netral,Positif,
8330,betul pak prabowo adanya rupiah jadi untuk rupiah harus beradu kekuatan untuk kebaikan rupiah,betul bapak prabowo ada rupiah rupiah harus adu kuat baik rupiah,Negatif,Negatif,
506,quotbanyak negara panik indonesia masih okequotbrbrya yang oke yang di dalam pejabat di yang luar,quotbanyak negara panik indonesia masih okequotbrbrya dalam jabat luar,Negatif,Negatif,
244,presiden koclok prabowo,presiden koclok prabowo,Positif,Negatif,
507,cuman omonomon presiden tidak paham tentang inflasi karna dia berpikir bisnisnya tdk mandek,cuman omonomon presiden tidak paham tentang inflasi pikir bisnis tidak mandek,Positif,Negatif,
9446,kok sangat demokratis,kok sangat demokratis,Negatif,Negatif,
7140,kami gak perlu data ekonomi naikstok beras melimpahnilai tukar dolar amanproduksi minyak melimpah tapi harga kebutuhan pokok terus naikyg kami butuh semua kebutuhn pokok murah pak,tidak perlu data ekonomi naikstok beras melimpahnilai tukar dolar amanproduksi minyak limpah harga butuh pokok terus naikyg butuh kebutuhn pokok murah bapak,Negatif,Negatif,
4976,rakyat sendiri yang memilih rakyat sendiri yang menghujat,rakyat sendiri pilih rakyat sendiri hujat,Negatif,Negatif,
9750,pak? serius presiden ngomongnya begitu? kacau kacau,bapak serius presiden omong kacau kacau,Negatif,Negatif,
